Filename,Counter,nanomaterial_composition,nanomaterial_morphology,nanomaterial_size,biological_species,toxic_lc50,nanomaterial_zeta_potential,biofilms_killing_perc,microbe_killing_log,microbe_killing_mic,nanomaterial_surface_area,microbe_killing_mbc
ATC16271,1,Ni,nanoparticle,,,,,,,,,
ATC16272,0,Ag,nanoparticle,,,,,,,,,
ATC16274,0,Ag,nanoparticle,0.00000005,,,,,,,,
ATC16278,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16278,1,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16279,0,Ag,nanoparticle,,,,,,,,,
ATC16283,0,C,nanotube,,,,,,,,,
ATC16283,1,C,nanotube,,,,,,,,,
ATC16283,2,C,nanotube,,,,,,,,,
ATC16283,3,C,nanotube,,,,,,,,,
ATC16283,4,C,nanotube,,,,,,,,,
ATC16283,5,C,nanotube,,,,,,,,,
ATC16284,0,Au,nanoparticle,,Escherichia coli,,,,,,,
ATC16284,1,Au,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16285,0,FeO,nanoparticle,0.00000004,,,,,,,,
ATC16285,1,FeO,nanoparticle,0.00000004,,,,,,,,
ATC16285,2,FeO,nanoparticle,0.00000004,,,,,,,,
ATC16288,0,C,nanotube,,,,,,,,,
ATC16288,3,TiO2,nanoparticle,,,,,,,,,
ATC16289,0,ZnO,nanoparticle,,,,,,,,,
ATC16290,0,ZnO,nanoparticle,,Bacillus subtilis,,,,,,,
ATC16290,1,ZnO,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16291,0,Pt,nanoparticle,,,,,,,,,
ATC16293,0,Ag,nanoparticle,1.33333333333333E-08,Arabidopsis thaliana,,,,,,,
ATC16293,1,Ag,nanoparticle,0.000000025,Arabidopsis thaliana,,,,,,,
ATC16293,2,Ag,nanoparticle,0.000000015,Arabidopsis thaliana,,,,,,,
ATC16293,3,Ag,nanoparticle,0.000000005,Arabidopsis thaliana,,,,,,,
ATC16294,0,ZnO,nanoparticle,0.00000004,Bacillus subtilis,,,,,,,
ATC16294,1,ZnO,nanoparticle,0.00000004,Staphylococcus aureus,,,,,,,
ATC16294,4,Zn,nanoparticle,0.00000004,,,,,,,,
ATC16294,5,Zn,nanoparticle,0.00000004,,,,,,,,
ATC16296,0,Ag,nanoparticle,0.000000008,,,,,,,,
ATC16298,2,ZnO,nanoparticle,,,,,,,,,
ATC16298,3,ZnO,nanoparticle,,,,,,,,,
ATC16299,0,Ag,nanoparticle,0.000000023,,,,,,,,
ATC16299,1,Ag,nanoparticle,0.000000074,,,,,,,,
ATC16299,2,Ag,nanoparticle,0.000000023,Salmonella paratyphi,,,,,,,
ATC16299,3,Ag,nanoparticle,0.000000074,Salmonella paratyphi,,,,,,,
ATC16299,4,Ag,nanoparticle,0.000000023,Staphylococcus aureus,,,,,,,
ATC16299,5,Ag,nanoparticle,0.000000074,Staphylococcus aureus,,,,,,,
ATC16299,6,Ag,nanoparticle,0.000000023,Alternaria solani,,,,,,,
ATC16299,7,Ag,nanoparticle,0.000000074,Alternaria solani,,,,,,,
ATC16299,8,Ag,nanoparticle,0.000000023,Bacillus subtilis,,,,,,,
ATC16299,9,Ag,nanoparticle,0.000000074,Bacillus subtilis,,,,,,,
ATC16299,10,Ag,nanoparticle,0.000000023,Proteus vulgaris,,,,,,,
ATC16299,11,Ag,nanoparticle,0.000000074,Proteus vulgaris,,,,,,,
ATC16299,12,Ag,nanoparticle,0.000000023,Pseudomonas aeruginosa,,,,,,,
ATC16299,13,Ag,nanoparticle,0.000000074,Pseudomonas aeruginosa,,,,,,,
ATC16301,0,Ag,nanoparticle,0.00000003,,,,,,,,
ATC16301,1,Ag,nanoparticle,0.00000003,,,,,,,,
ATC16303,0,Fe3O4,nanoparticle,,,,,,,,,
ATC16304,0,Y2O3,nanoparticle,0.000000046,Escherichia coli,,,,,,,
ATC16304,1,Y2O3,nanoparticle,0.000000046,Staphylococcus aureus,,,,,,,
ATC16304,2,Y2O3,nanoparticle,0.000000046,Salmonella paratyphi,,,,,,,
ATC16304,3,Y2O3,nanoparticle,0.000000046,Streptococcus pyogenes,,,,,,,
ATC16305,0,Cu,nanoparticle,0.000000125,,,,,,,,
ATC16305,1,Cu,nanoparticle,0.000000125,,,,,,,,
ATC16305,2,Cu,nanoparticle,0.000000125,,,,,,,,
ATC16306,0,FexOy,nanoparticle,0.000000055,,,,,,,,
ATC16306,1,FexOy,nanoparticle,0.000000055,,,,,,,,
ATC16306,2,FexOy,nanoparticle,0.000000055,,,,,,,,
ATC16307,0,Zn,nanoparticle,,,,,,,,,
ATC16307,1,Zn,nanoparticle,,,,,,,,,
ATC16307,2,ZnO,nanoparticle,,,,,,,,,
ATC16307,3,ZnO,nanoparticle,,,,,,,,,
ATC16308,0,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16309,0,ZnO,nanoparticle,0.000000015,,,,,,,,
ATC16309,1,ZnO,nanoparticle,0.000000015,,,,,,,,
ATC16311,0,ZnO,nanoparticle,0.000000055,,,,,,,80.72,
ATC16311,1,ZnO,nanoparticle,0.000000055,,,,,,,80.72,
ATC16314,0,Ag,nanoparticle,,,,,,,,,
ATC16314,1,CuFe2O4,nanoparticle,,,,,,,,,
ATC16315,2,Au,nanoparticle,,,,,,,,,
ATC16315,3,Au,nanoparticle,,,,,,,,,
ATC16315,6,Ag,nanoparticle,,,,,,,,,
ATC16315,7,Ag,nanoparticle,,,,,,,,,
ATC16316,0,TiO2,nanoparticle,,Escherichia coli,,,,,,,
ATC16316,1,TiO2,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16318,0,Ag,nanoparticle,,Chlorella vulgaris,,,,,,,
ATC16318,1,Ag,nanoparticle,,,,,,,,,
ATC16318,2,Ag,nanoparticle,,,,,,,,,
ATC16320,0,ZnO,nanoparticle,,,,,,,,,
ATC16320,1,TiO2,nanoparticle,,,,,,,,,
ATC16322,0,graphene,dot,,,,,,,,,
ATC16324,0,CeO2,nanoparticle,,,,,,,,,
ATC16324,1,CeO2,nanoparticle,,,,,,,,,
ATC16325,0,Ag,nanoparticle,0.000000067,Escherichia coli,,,,,,,0.016
ATC16325,1,Ag,nanoparticle,0.000000067,Staphylococcus aureus,,,,,,,0.016
ATC16327,2,TiO2,nanowire,,,,,,,,,
ATC16328,0,Ag,nanoparticle,0.000000053,,,,,,,,
ATC16328,1,Ag,nanoparticle,0.000000053,,,,,,,,
ATC16333,0,Ag,nanoparticle,,,,,,,,,
ATC16333,1,Ag,nanoparticle,,Bacillus velezensis,,,,,,,
ATC16333,2,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16338,0,C,nanotube,,,,,,,,,
ATC16340,0,C,nanotube,,,,,,,,,
ATC16341,0,Cu,nanoparticle,,,,,,,,,
ATC16341,1,Cu,nanoparticle,,,,,,,,,
ATC16341,2,CuO,nanoparticle,,,,,,,,,
ATC16341,3,CuO,nanoparticle,,,,,,,,,
ATC16344,0,Ag,nanoparticle,,,,,,,,,
ATC16344,1,Ag,nanoparticle,,,,,,,,,
ATC16344,2,SiO2,nanoparticle,,,,,,,,,
ATC16344,3,SiO2,nanoparticle,,,,,,,,,
ATC16351,0,TiO2,nanotube,0.0000001,,,,,,,,
ATC16351,1,TiO2,nanotube,0.00000001,,,,,,,,
ATC16351,2,TiO2,nanotube,0.0000001,,,,,,,,
ATC16351,3,TiO2,nanotube,0.00000001,,,,,,,,
ATC16352,0,Au,nanoparticle,,Escherichia coli,,,,,,,
ATC16352,1,Au,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16353,0,Ag,nanoparticle,0.000000028,,,,,,,,
ATC16356,2,CuO,nanoparticle,0.000000004,,,,,,,,
ATC16356,3,CuO,nanoparticle,0.000000004,,,,,,,,
ATC16357,0,graphene,dot,,,,,,,,,
ATC16361,0,SiO2,nanoparticle,,,,,,,,,
ATC16361,1,SiO2,nanoparticle,,,,,,,,,
ATC16361,2,SiO2,nanoparticle,,,,,,,,,
ATC16361,3,SiO2,nanoparticle,,,,,,,,,
ATC16364,0,Cu,nanoparticle,,,,,,,,,
ATC16364,1,Cu,nanoparticle,,,,,,,,,
ATC16364,7,Cu,nanoparticle,,,,,,,,,
ATC16364,8,Cu,nanoparticle,,,,,,,,,
ATC16364,9,Cu,nanoparticle,,,,,,,,,
ATC16365,0,graphene,dot,,,,,,,,,
ATC16371,0,Ag,nanoparticle,,,,,,,,,
ATC16372,0,Au,nanoparticle,0.000000053,Bacillus subtilis,,-0.0098,,,,,
ATC16372,1,Au,nanoparticle,0.000000053,Klebsiella pneumoniae,,-0.0098,,,,,
ATC16372,2,Au,nanoparticle,0.000000053,Escherichia coli,,-0.0098,,,,,
ATC16376,0,ZnO,nanowire,,,,,,,,,
ATC16383,1,ZnO,nanoparticle,0.000000011,Escherichia coli,,,,,,,
ATC16384,0,SiO2,nanoparticle,,,,,,,,,
ATC16386,0,Ag,nanoparticle,,,,,,,,,
ATC16389,0,Cu2O,nanoparticle,,,,,,,,,
ATC16389,1,Cu2O,nanoparticle,,,,,,,,,
ATC16389,2,Cu2O,nanoparticle,,,,,,,,,
ATC16389,3,Cu2O,nanoparticle,,,,,,,,,
ATC16390,0,Au,nanoparticle,0.000000007,Escherichia coli,,,,,0.0015,,
ATC16390,1,Au,nanoparticle,0.000000007,Klebsiella pneumoniae,,,,,0.0025,,
ATC16391,0,Ag,nanoparticle,,Escherichia coli,,,,,,,0.01575
ATC16391,1,Ag,nanoparticle,,,,,,,,,
ATC16391,2,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,0.01575
ATC16391,3,Ag,nanoparticle,,Acinetobacter baumannii,,,,,,,0.01575
ATC16391,4,Ag,nanoparticle,,Klebsiella pneumoniae,,,,,,,0.01575
ATC16391,5,Ag,nanoparticle,,Pseudomonas aeruginosa,,,,,,,0.01575
ATC16393,1,Ag,dot,,Escherichia coli,,,,,,,
ATC16396,0,CuO,nanoparticle,0.000000008,Candida albicans,,,71.57,,,,
ATC16396,1,CuO,nanoparticle,0.000000008,Pseudomonas aeruginosa,,,92.91,,,,
ATC16396,2,CuO,nanoparticle,0.000000008,Escherichia coli,,,,,,,
ATC16396,3,CuO,nanoparticle,0.000000008,Staphylococcus aureus,,,,,,,
ATC16398,0,Ag,nanoparticle,,,,,,,,,
ATC16398,1,Ag,nanoparticle,,,,,,,,,
ATC16398,2,Ag,nanoparticle,,,,,,,,,
ATC16399,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16399,1,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16400,0,SiO2,nanoparticle,,,,,,,,,
ATC16401,0,Ag2S,dot,,,,,,,,,
ATC16402,0,Ag,nanoparticle,,,,,,,,,
ATC16403,0,Au,nanoparticle,,,,,,,,,
ATC16405,0,Zn,nanorod,,,,,,,,,
ATC16405,1,Zn,nanorod,,,,,,,,,
ATC16405,2,ZnO,nanorod,,Escherichia coli,,,,,,,
ATC16405,3,ZnO,nanorod,,Staphylococcus aureus,,,,,,,
ATC16406,0,Cr,nanoparticle,,,,,,,,,
ATC16406,1,Cr,nanoparticle,,,,,,,,,
ATC16408,1,C,nanotube,,,,,,,,,
ATC16410,0,SiO2,nanoparticle,,,,,,,,,
ATC16414,0,Cd,dot,0.000000004,,,,,,,,
ATC16414,1,Cd,dot,0.000000004,,,,,,,,
ATC16417,0,Cu,nanoparticle,0.000000006,,,,,,,,
ATC16417,1,Cu,nanoparticle,0.000000006,,,,,,,,
ATC16417,2,Cu,nanoparticle,0.000000006,,,,,,,,
ATC16419,0,ZnO,nanoparticle,,,,,,,,,
ATC16419,1,ZnO,nanoparticle,,,,,,,,,
ATC16419,2,ZnO,nanoparticle,,,,,,,,,
ATC16419,3,ZnO,nanoparticle,,,,,,,,,
ATC16423,0,Ag,nanoparticle,0.000000005,Staphylococcus aureus,,,,,,,
ATC16425,0,Ag,nanoparticle,,,,,,,,,
ATC16425,1,ZnO,nanoparticle,,,,,,,,,
ATC16426,0,Ag,nanoparticle,0.000000039,Staphylococcus aureus,,,,,,,
ATC16429,0,ZnO,nanoparticle,0.00000003,Bacillus licheniformis,,,,,,,
ATC16429,1,ZnO,nanoparticle,0.00000003,Bacillus thuringiensis,,,,,,,
ATC16429,2,ZnO,nanoparticle,0.00000003,Clostridium difficile,,,,,,,
ATC16429,3,ZnO,nanoparticle,0.00000003,Escherichia coli,,,,,,,
ATC16429,4,ZnO,nanoparticle,0.00000003,Klebsiella pneumoniae,,,,,,,
ATC16429,5,ZnO,nanoparticle,0.00000003,Proteus mirabilis,,,,,,,
ATC16429,6,ZnO,nanoparticle,0.00000003,Staphylococcus aureus,,,,,,,
ATC16430,2,ZnO,nanoparticle,,Listeria monocytogenes,,,,1.4,,,
ATC16430,3,ZnO,nanoparticle,,Listeria monocytogenes,,,,,,,
ATC16430,8,ZnO,nanoparticle,,Escherichia coli,,,,6,,,
ATC16430,9,ZnO,nanoparticle,,Escherichia coli,,,,,,,
ATC16430,10,ZnO,nanoparticle,,Escherichia coli,,,,,,,
ATC16430,11,ZnO,nanoparticle,,Listeria monocytogenes,,,,5.3,,,
ATC16434,0,Ag,nanoparticle,,,,,,,,,
ATC16434,1,Ag,nanoparticle,,,,,,,,,
ATC16436,0,C,dot,,,,,,,,,
ATC16436,1,C,dot,,,,,,,,,
ATC16442,0,Ag,nanoparticle,0.000000058,,,-0.0198,,,,,
ATC16442,1,Ag,nanoparticle,0.000000058,,,-0.0198,,,,,
ATC16447,4,TiO2,nanoparticle,,,,,,,,,
ATC16447,5,TiO2,nanoparticle,,,,,,,,,
ATC16451,0,Ag,nanoparticle,0.000000032,Bacillus cereus,,,,,,,
ATC16451,1,Ag,nanoparticle,0.000000032,Escherichia coli,,,,,,,
ATC16451,2,Ag,nanoparticle,0.000000032,Pseudomonas aeruginosa,,,,,,,
ATC16451,3,Ag,nanoparticle,0.000000032,Staphylococcus aureus,,,,,,,
ATC16452,0,C,nanotube,,,,,,,,,
ATC16452,1,C,nanotube,,,,,,,,,
ATC16452,6,Ag,nanoparticle,,,,,,,,,
ATC16452,7,Ag,nanoparticle,,,,,,,,,
ATC16456,0,Ag,nanoparticle,0.000000023,Staphylococcus aureus,,,,,,,
ATC16456,1,Ag,nanoparticle,0.000000023,Escherichia coli,,,,,,,
ATC16456,2,Ag,nanoparticle,0.000000023,Pseudomonas aeruginosa,,,,,,,
ATC16458,0,Ag,nanoparticle,0.000000009,Bacillus thuringiensis,,,,,,,
ATC16458,1,Ag,nanoparticle,0.000000009,Escherichia coli,,,,,,,
ATC16458,2,Ag,nanoparticle,0.000000009,Kocuria rhizophila,,,,,,,
ATC16458,3,Ag,nanoparticle,0.000000009,Pseudomonas aeruginosa,,,,,,,
ATC16458,4,Ag,nanoparticle,0.000000009,,,,,,,,
ATC16458,5,Ag,nanoparticle,0.000000009,Salmonella typhimurium,,,,,,,
ATC16458,6,Ag,nanoparticle,0.000000009,Staphylococcus aureus,,,,,,,
ATC16462,0,Fe3O4,nanoparticle,,,,,,,,,
ATC16462,1,Fe3O4,nanoparticle,,,,,,,,,
ATC16462,2,Fe3O4,nanoparticle,,,,,,,,,
ATC16462,3,Fe3O4,nanoparticle,,,,,,,,,
ATC16465,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16465,1,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16465,2,Ag,nanoparticle,,,,,,,,,
ATC16466,0,CdSe,nanoparticle,,,,,,,,,
ATC16466,1,CdSe,nanoparticle,,,,,,,,,
ATC16467,0,ZnO,nanoparticle,,Folsomia candida,,,,,,,
ATC16468,0,Zn,nanoparticle,,,,,,,,,
ATC16468,1,Zn,nanoparticle,,Nile tilapia,,,,,,,
ATC16468,2,ZnO,nanoparticle,,Oreochromis niloticus,,,,,,,
ATC16468,3,ZnO,nanoparticle,,Nile tilapia,,,,,,,
ATC16469,0,Mg,nanoparticle,,,,,,,,,
ATC16469,1,Mg,nanoparticle,,,,,,,,,
ATC16469,2,Mg,nanoparticle,,,,,,,,,
ATC16469,3,MgO,nanoparticle,,Escherichia coli,,,,,,,
ATC16469,4,MgO,nanoparticle,,,,,,,,,
ATC16469,5,MgO,nanoparticle,,Caenorhabditis elegans,,,,,,,
ATC16470,1,Au,nanorod,,,,,,,,,
ATC16471,0,MgO,nanoparticle,,Escherichia coli,,,,,,,
ATC16472,0,NiO,nanoparticle,,,,,,,,,
ATC16474,0,Ag,nanoparticle,0.000000039,Escherichia coli,,,,,,,
ATC16474,1,Ag,nanoparticle,0.000000039,Staphylococcus aureus,,,,,,,
ATC16476,0,Au,nanorod,,,,,,,,,
ATC16476,1,Au,nanorod,,,,,,,,,
ATC16478,0,CeO2,nanoparticle,,,,,,,,,
ATC16479,0,Zn,nanoparticle,,,,,,,,,
ATC16479,2,ZnO,nanoparticle,,,,,,,,,
ATC16480,0,Ag,nanoparticle,0.000000015,Escherichia coli,,,,,,,
ATC16482,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16482,1,Ag,nanoparticle,,Pseudomonas aeruginosa,,,,,,,
ATC16482,2,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16482,3,Ag,nanoparticle,,Staphylococcus epidermidis,,,,,,,
ATC16483,0,Au,nanoparticle,,,,,,,,,
ATC16484,0,Ag,nanoparticle,,,,,,,,,
ATC16485,0,ZnO,nanoparticle,,Escherichia coli,,,,,,,
ATC16485,1,ZnO,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16488,0,Ag,nanoparticle,0.000000042,Escherichia coli,,,,,,,
ATC16488,1,Ag,nanoparticle,0.000000042,Pseudomonas aeruginosa,,,,,,,
ATC16488,2,Ag,nanoparticle,0.000000042,Staphylococcus aureus,,,,,,,
ATC16491,3,Au,nanoparticle,,Escherichia coli,,,,,,,
ATC16492,0,Ag,nanoparticle,0.000000036,Escherichia coli,,,,,,,
ATC16492,1,Ag,nanoparticle,0.000000036,Staphylococcus aureus,,,,,,,
ATC16499,0,Ag,nanoparticle,,,,,,,,,
ATC16503,0,ZnO,nanoparticle,,,,,,,,,
ATC16503,1,ZnO,nanoparticle,,Clarias gariepinus,,,,,,,
ATC16504,0,TiO2,nanoparticle,,,,,,,,,
ATC16507,0,C,nanotube,,,,,,,,,
ATC16510,0,Au,nanoparticle,,,,,,,,,
ATC16511,0,ZnO,nanoparticle,,Escherichia coli,,,,,,,
ATC16512,4,CoxOy,nanoparticle,0.000000014,,,,,,,,
ATC16512,5,CoxOy,nanoparticle,0.000000039,,,,,,,,
ATC16512,6,CoxOy,nanoparticle,0.000000014,Bacillus subtilis,,,,,,,
ATC16512,7,CoxOy,nanoparticle,0.000000039,Bacillus subtilis,,,,,,,
ATC16512,8,CoxOy,nanoparticle,0.000000014,Escherichia coli,,,,,,,
ATC16512,9,CoxOy,nanoparticle,0.000000039,Escherichia coli,,,,,,,
ATC16514,0,Ag,nanoparticle,,Bacillus subtilis,,,,,,,
ATC16519,4,Ag,nanoparticle,0.000000002,,,,,,,,
ATC16519,5,Ag,nanoparticle,0.00000001,,,,,,,,
ATC16519,6,Ag,nanoparticle,0.000000002,,,,,,,,
ATC16519,7,Ag,nanoparticle,0.00000001,,,,,,,,
ATC16519,8,Ag,nanoparticle,0.000000002,,,,,,,,
ATC16519,9,Ag,nanoparticle,0.00000001,,,,,,,,
ATC16519,10,Ag,nanoparticle,0.000000002,,,,,,,,
ATC16519,11,Ag,nanoparticle,0.00000001,,,,,,,,
ATC16519,13,Ag,nanoparticle,0.000000002,,,,,,,,
ATC16519,14,Ag,nanoparticle,0.00000001,,,,,,,,
ATC16519,15,Ag,nanoparticle,0.000000002,,,,,,,,
ATC16519,16,Ag,nanoparticle,0.00000001,,,,,,,,
ATC16521,0,Au,nanoparticle,,,,,,,,,
ATC16524,0,Cu,nanoparticle,0.000000007,,,,,,,,
ATC16524,1,Cu,nanoparticle,0.000000007,,,,,,,,
ATC16526,0,Cu,nanoparticle,,,,,,,,,
ATC16529,0,CuO,nanoparticle,0.000000015,,,,,,,,
ATC16533,0,Au,nanoparticle,,,,,,,,,
ATC16533,1,Au,nanoparticle,,Escherichia coli,,,,,,,
ATC16534,0,ZnO,nanoparticle,,,,,,,,,
ATC16534,1,ZnO,nanoparticle,,Escherichia coli,,,,,,,
ATC16534,2,ZnO,nanoparticle,,,,,,,,,
ATC16534,3,ZnO,nanoparticle,,Pseudomonas aeruginosa,,,,,,,
ATC16534,4,ZnO,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16536,0,ZnO,nanoparticle,0.000000055,Bacillus cereus,,-0.04,,,0.625,,0.0025
ATC16536,1,ZnO,nanoparticle,0.000000055,Bacillus cereus,,-0.04,31,,0.625,,0.0025
ATC16536,2,ZnO,nanoparticle,0.000000055,Escherichia coli,,-0.04,,,1.25,,0.001
ATC16536,3,ZnO,nanoparticle,0.000000055,Escherichia coli,,-0.04,30,,1.25,,0.001
ATC16536,4,ZnO,nanoparticle,0.000000055,Pseudomonas aeruginosa,,-0.04,60,,0.625,,0.005
ATC16536,5,ZnO,nanoparticle,0.000000055,Pseudomonas aeruginosa,,-0.04,,,0.625,,0.005
ATC16536,6,ZnO,nanoparticle,0.000000055,Staphylococcus aureus,,-0.04,30,,2.5,,0.005
ATC16536,7,ZnO,nanoparticle,0.000000055,Staphylococcus aureus,,-0.04,,,2.5,,0.005
ATC16539,0,C,nanotube,,,,,,,,,
ATC16541,3,Zn,nanoparticle,,,,,,,,,
ATC16541,5,ZnO,nanoparticle,,Escherichia coli,,,,,,,
ATC16544,0,Ag,nanoparticle,0.000000078,Staphylococcus aureus,,-0.0346,,,0.25,,
ATC16544,1,Ag,nanoparticle,0.000000078,Staphylococcus aureus,,-0.0346,,,0.212,,
ATC16544,2,Ag,nanoparticle,0.000000078,,,-0.0346,,,,,
ATC16544,3,Ag,nanoparticle,0.000000078,,,-0.0346,,,,,
ATC16544,4,Ag,nanoparticle,0.000000078,Escherichia coli,,-0.0346,,,,,
ATC16544,5,Ag,nanoparticle,0.000000078,Escherichia coli,,-0.0346,,,,,
ATC16545,2,CuO,nanoparticle,,Bacillus subtilis,,,,,,,
ATC16545,3,CuO,nanoparticle,,Escherichia coli,,,,,,,
ATC16546,0,Au,nanoparticle,,Escherichia coli,,,,,,,
ATC16546,1,Au,nanoparticle,,Listeria monocytogenes,,,,,,,
ATC16546,2,Au,nanoparticle,,Pseudomonas aeruginosa,,,,,,,
ATC16546,3,Au,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16549,0,ZnO,nanoparticle,,,,,,,,,
ATC16549,1,ZnO,nanoparticle,,,,,,,,,
ATC16549,2,ZnO,nanoparticle,,Campylobacter jejuni,,,,,,,
ATC16549,3,ZnO,nanoparticle,,Escherichia coli,,,,,,,
ATC16552,0,Fe,nanoparticle,0.000000029,,,,,,,,
ATC16553,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16555,0,C,dot,,,,,,,,,
ATC16556,0,C,nanotube,,,,,,,,,
ATC16559,0,Fe,nanoparticle,,Escherichia coli,,,,,,,
ATC16560,0,Ag,nanoparticle,,Daphnia magna,,,,,,,
ATC16564,2,TiO2,nanosheet,,,,,,,,,
ATC16564,3,TiO2,nanosheet,,,,,,,,,
ATC16565,0,ZrO2,nanoparticle,0.000000075,Aspergillus niger,,,,,,,
ATC16565,1,ZrO2,nanoparticle,0.000000075,Candida albicans,,,,,,,
ATC16565,2,ZrO2,nanoparticle,0.000000075,Escherichia coli,,,,,,,
ATC16565,3,ZrO2,nanoparticle,0.000000075,Staphylococcus aureus,,,,,,,
ATC16567,0,Ag,nanoparticle,0.00000002,Daphnia magna,,,,,,,
ATC16570,0,Co3O4,nanoparticle,0.00000003,,,,,,,,
ATC16570,1,Co3O4,nanoparticle,0.00000003,,,,,,,,
ATC16570,2,Co3O4,nanoparticle,0.00000003,,,,,,,,
ATC16570,3,ZnO,nanoparticle,0.00000004,,,,,,,,
ATC16570,4,ZnO,nanoparticle,0.00000004,,,,,,,,
ATC16570,5,ZnO,nanoparticle,0.00000004,,,,,,,,
ATC16571,1,CdSe,dot,,,,,,,,,
ATC16575,0,Fe2O3,nanoparticle,,Oreochromis niloticus,,,,,,,
ATC16575,1,Fe,nanoparticle,,,,,,,,,
ATC16583,0,Au,nanoparticle,,,,,,,,,
ATC16588,0,Au,nanoparticle,,Escherichia coli,,,,,,,
ATC16588,1,Au,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16591,0,C,nanotube,,,,,,,,,
ATC16591,1,C,nanotube,,,,,,,,,
ATC16591,2,C,nanotube,,,,,,,,,
ATC16591,3,C,nanotube,,,,,,,,,
ATC16593,0,BP,nanosheet,,,,,,,,,
ATC16595,2,C,nanotube,,,,,,,,,
ATC16595,3,C,nanotube,,,,,,,,,
ATC16599,0,Ag,nanoparticle,,Alternaria alternata,,,,,,,
ATC16602,0,Ag,nanoparticle,0.000000032,Escherichia coli,,,,,,,
ATC16602,1,Ag,nanoparticle,0.000000032,Pseudomonas aeruginosa,,,,,,,
ATC16602,2,Ag,nanoparticle,0.000000032,Staphylococcus aureus,,,,,,,
ATC16603,0,TiO2,nanoparticle,,,,,,,,,
ATC16603,1,TiO2,nanoparticle,,,,,,,,,
ATC16603,2,TiO2,nanoparticle,,,,,,,,,
ATC16604,0,ZnSe,nanoparticle,,,,,,,,,
ATC16604,1,ZnSe,nanoparticle,,,,,,,,,
ATC16608,0,Ag,nanoparticle,0.000000032,,,,,,,,
ATC16608,1,Ag,nanoparticle,0.000000033,,,,,,,,
ATC16608,2,Ag,nanoparticle,0.000000032,,,,,,,,
ATC16608,3,Ag,nanoparticle,0.000000033,,,,,,,,
ATC16608,4,Ag,nanoparticle,0.000000032,,,,,,,,
ATC16608,5,Ag,nanoparticle,0.000000033,,,,,,,,
ATC16608,6,Ag,nanoparticle,0.000000032,,,,,,,,
ATC16608,7,Ag,nanoparticle,0.000000033,,,,,,,,
ATC16608,8,Ag,nanoparticle,0.000000032,,,,,,,,
ATC16608,9,Ag,nanoparticle,0.000000033,,,,,,,,
ATC16610,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16616,0,Au,nanoparticle,,,,,,,,,
ATC16619,0,Au,nanostar,,,,,,,,,
ATC16619,1,Au,nanostar,,,,,,,,,
ATC16621,7,CuO,nanorod,,,,,,,,,
ATC16621,8,CuO,nanorod,,,,,,,,,
ATC16621,9,CuO,nanorod,,,,,,,,,
ATC16621,10,CuO,nanorod,,,,,,,,,
ATC16624,0,Ag,nanoparticle,0.000000008,Escherichia coli,,,,,,,
ATC16624,1,Ag,nanoparticle,0.000000008,Staphylococcus aureus,,,,,,,
ATC16629,0,Cu2O,nanoparticle,0.000000025,,,,,,,,
ATC16629,1,Cu2O,nanoparticle,0.00000082,,,,,,,,
ATC16629,2,Cu2O,nanoparticle,0.000000025,,,,,,,,
ATC16629,3,Cu2O,nanoparticle,0.00000082,,,,,,,,
ATC16629,12,Cu2O,nanoparticle,0.000000025,,,,,,,,
ATC16629,17,Cu,nanoparticle,0.000000025,,,,,,,,
ATC16629,18,Cu,nanoparticle,0.00000082,,,,,,,,
ATC16629,19,Cu,nanoparticle,0.000000025,,,,,,,,
ATC16629,20,Cu,nanoparticle,0.00000082,,,,,,,,
ATC16629,21,Cu,nanoparticle,0.000000025,,,,,,,,
ATC16629,22,Cu,nanoparticle,0.00000082,,,,,,,,
ATC16629,23,Cu2O,nanoparticle,0.00000082,,,,,,,,
ATC16629,24,Cu,nanoparticle,0.000000025,,,,,,,,
ATC16629,25,Cu,nanoparticle,0.00000082,,,,,,,,
ATC16629,26,Cu,nanoparticle,0.000000025,,,,,,,,
ATC16629,27,Cu,nanoparticle,0.00000082,,,,,,,,
