,article_doi,Publication Year
ATC008408,doi:10.1016/j.jsb.2010.11.022,2011
ATC008409,doi:10.1016/j.mtchem.2023.101439,2023
ATC008410,doi:10.1016/j.actbio.2016.03.011,2016
ATC008411,doi:10.1016/j.reactfunctpolym.2017.06.012,2017
ATC008412,doi:10.1016/j.aquatox.2017.03.020,2017
ATC008413,doi:10.1016/j.ceramint.2021.03.254,2021
ATC008414,doi:10.1016/j.jbbm.2005.12.007,2006
ATC008415,doi:10.1016/j.apsusc.2022.155534,2023
ATC008416,doi:10.1016/j.scitotenv.2019.07.329,2019
ATC008417,doi:10.1016/j.bios.2013.12.018,2014
ATC008418,doi:10.1016/j.actbio.2018.09.042,2018
ATC008419,doi:10.1016/j.bios.2018.11.042,2019
ATC008420,doi:10.1016/j.jece.2017.11.056,2018
ATC008421,doi:10.1016/j.aej.2023.01.066,2023
ATC008422,doi:10.1016/j.ijbiomac.2023.123445,2023
ATC008423,doi:10.1016/j.envexpbot.2018.06.034,2018
ATC008424,doi:10.1016/j.scitotenv.2022.155718,2022
ATC008425,doi:10.1016/j.ceramint.2022.08.140,2022
ATC008426,doi:10.1016/j.mtchem.2022.101336,2023
ATC008427,doi:10.1016/j.talanta.2022.123786,2023
ATC008428,doi:10.1016/j.porgcoat.2021.106296,2021
ATC008429,doi:10.1016/j.apsusc.2013.07.169,2013
ATC008430,doi:10.1016/j.jssc.2023.124214,2023
ATC008431,doi:10.1016/j.aquatox.2016.10.028,2016
ATC008432,doi:10.1016/j.bioadv.2022.213205,2023
ATC008433,doi:10.1016/j.jclepro.2020.123608,2021
ATC008434,doi:10.1016/j.vaccine.2012.05.033,2012
ATC008435,doi:10.1016/j.ecoenv.2019.05.036,2019
ATC008436,doi:10.1016/S0378-1119(98)00501-0,1998
ATC008437,doi:10.1016/j.bioorg.2016.10.009,2016
ATC008438,doi:10.1016/j.msec.2018.10.028,2019
ATC008439,doi:10.1016/j.biomaterials.2021.121227,2021
ATC008440,doi:10.1016/j.carbpol.2020.116685,2020
ATC008441,doi:10.1016/j.ijbiomac.2020.01.279,2020
ATC008442,doi:10.1016/j.colsurfa.2022.129625,2022
ATC008443,doi:10.1016/j.cbpb.2010.03.012,2010
ATC008444,doi:10.1016/j.watres.2013.05.018,2013
ATC008445,doi:10.1016/j.theochem.2004.12.014,2005
ATC008446,doi:10.1016/j.jphotochem.2012.02.012,2012
ATC008447,doi:10.1016/j.carbpol.2017.07.086,2017
ATC008448,doi:10.1016/j.jhazmat.2019.121309,2020
ATC008449,doi:10.1016/j.dyepig.2019.02.019,2019
ATC008450,doi:10.1016/j.cej.2012.12.048,2013
ATC008451,doi:10.1016/j.pep.2014.02.004,2014
ATC008452,doi:10.1016/j.vetpar.2013.07.028,2013
ATC008453,doi:10.1016/j.neuro.2018.12.010,2019
ATC008454,doi:10.1016/j.matchemphys.2023.128853,2024
ATC008455,doi:10.1016/j.snb.2015.11.135,2016
ATC008456,doi:10.1016/j.pep.2021.105818,2021
ATC008457,doi:10.1016/j.poly.2013.11.028,2014
ATC008458,doi:10.1016/j.freeradbiomed.2005.02.013,2005
ATC008459,doi:10.1016/j.ijbiomac.2023.126599,2023
ATC008460,doi:10.1016/j.molstruc.2010.02.058,2010
ATC008461,doi:10.1016/j.livsci.2022.105108,2022
ATC008462,doi:10.1016/j.surfcoat.2019.04.022,2019
ATC008463,doi:10.1016/j.surfcoat.2023.130056,2023
ATC008464,doi:10.1016/j.memsci.2014.10.042,2015
ATC008465,doi:10.1016/j.jece.2023.111512,2023
ATC008466,doi:10.1016/j.microc.2024.110069,2024
ATC008467,doi:10.1016/j.chphi.2024.100537,2024
ATC008468,doi:10.1016/j.jddst.2023.104385,2023
ATC008469,doi:10.1016/j.saa.2023.122374,2023
ATC008470,doi:10.1016/j.eurpolymj.2021.110635,2021
ATC008471,doi:10.1016/j.bios.2023.115630,2023
ATC008472,doi:10.1016/j.foodres.2022.111690,2022
ATC008473,doi:10.1016/j.polymertesting.2019.106197,2020
ATC008474,doi:10.1016/j.toxlet.2013.08.026,2013
ATC008475,doi:10.1016/j.arabjc.2018.04.007,2020
ATC008476,doi:10.1016/j.envres.2018.06.011,2018
ATC008477,doi:10.1016/j.jcis.2015.09.007,2016
ATC008478,doi:10.1016/j.vetmic.2023.109776,2023
ATC008479,doi:10.1016/j.colsurfb.2022.112618,2022
ATC008480,doi:10.1016/j.materresbull.2022.111983,2023
ATC008481,doi:10.1016/j.biomaterials.2003.10.078,2004
ATC008482,doi:10.1016/j.scienta.2016.11.014,2017
ATC008483,doi:10.1016/j.pep.2014.09.001,2014
ATC008484,doi:10.1016/j.envexpbot.2024.105689,2024
ATC008485,doi:10.1016/j.jece.2022.108960,2022
ATC008486,doi:10.1016/j.matchemphys.2019.121886,2019
ATC008487,doi:10.1016/j.seppur.2015.05.004,2015
ATC008488,doi:10.1016/j.apmt.2024.102237,2024
ATC008489,doi:10.1016/j.postharvbio.2021.111740,2022
ATC008490,doi:10.1016/j.jviromet.2007.07.021,2007
ATC008491,doi:10.1016/j.colsurfb.2017.06.018,2017
ATC008492,doi:10.1016/j.msec.2020.111653,2021
ATC008493,doi:10.1016/j.carbpol.2019.115784,2020
ATC008494,doi:10.1016/j.carbpol.2017.01.063,2017
ATC008495,doi:10.1016/j.mseb.2023.116559,2023
ATC008496,doi:10.1016/j.etap.2019.02.012,2019
ATC008497,doi:10.1016/j.cej.2021.130726,2021
ATC008498,doi:10.1016/j.apcatb.2015.03.032,2015
ATC008499,doi:10.1016/j.colsurfb.2018.01.057,2018
ATC008500,doi:10.1016/j.apsusc.2016.05.141,2016
ATC008501,doi:10.1016/j.molimm.2019.04.016,2019
ATC008502,doi:10.1016/j.jnoncrysol.2022.121915,2022
ATC008503,doi:10.1016/j.carbpol.2021.118619,2021
ATC008504,doi:10.1016/j.ijbiomac.2019.08.001,2019
ATC008505,doi:10.1016/j.clay.2018.08.015,2018
ATC008506,doi:10.1016/j.diamond.2016.08.012,2016
ATC008507,doi:10.1016/j.cej.2020.126702,2021
ATC008508,doi:10.1016/j.jnoncrysol.2020.120568,2021
ATC008509,doi:10.1016/j.jhazmat.2009.07.056,2009
ATC008510,doi:10.1016/j.jmb.2009.01.056,2009
ATC008511,doi:10.1016/j.ijbiomac.2019.12.029,2020
ATC008512,doi:10.1016/j.bios.2005.03.008,2006
ATC008513,doi:10.1016/j.ijbiomac.2023.124399,2023
ATC008514,doi:10.1016/j.jksus.2022.102133,2022
ATC008515,doi:10.1016/j.imbio.2010.12.001,2011
ATC008516,doi:10.1016/j.envpol.2019.113852,2020
ATC008517,doi:10.1016/j.surfcoat.2023.129866,2023
ATC008518,doi:10.1016/j.mimet.2004.03.007,2004
ATC008519,doi:10.1016/j.tsf.2018.02.015,2018
ATC008520,doi:10.1016/j.polymer.2023.126104,2023
ATC008521,doi:10.1016/j.lwt.2014.06.062,2014
ATC008522,doi:10.1016/j.foodres.2023.113806,2024
ATC008523,doi:10.1016/j.bbapap.2014.02.001,2014
ATC008524,doi:10.1016/j.psep.2023.01.040,2023
ATC008525,doi:10.1016/j.ijpharm.2018.09.066,2018
ATC008526,doi:10.1016/j.ijbiomac.2014.04.021,2014
ATC008527,doi:10.1016/j.ab.2011.08.047,2011
ATC008528,doi:10.1016/j.envpol.2023.123171,2024
ATC008529,doi:10.1016/j.talanta.2017.04.022,2017
ATC008530,doi:10.1016/j.chroma.2016.06.020,2016
ATC008531,doi:10.1016/j.snb.2017.04.148,2017
ATC008532,doi:10.1016/j.carbpol.2006.08.007,2007
ATC008533,doi:10.1016/j.lwt.2018.02.041,2018
ATC008534,doi:10.1016/j.ceramint.2020.05.266,2020
ATC008535,doi:10.1016/j.jhazmat.2022.128722,2022
ATC008536,doi:10.1016/j.jphotochem.2018.08.037,2018
ATC008537,doi:10.1016/j.foodhyd.2018.04.049,2018
ATC008538,doi:10.1016/j.jphotochem.2022.114403,2023
ATC008539,doi:10.1016/j.mssp.2020.105560,2021
ATC008540,doi:10.1016/j.scitotenv.2020.144040,2021
ATC008541,doi:10.1016/j.scitotenv.2017.10.159,2018
ATC008542,doi:10.1016/j.jhazmat.2020.123226,2020
ATC008543,doi:10.1016/j.jcat.2023.115283,2024
ATC008544,doi:10.1016/j.ijbiomac.2023.125389,2023
ATC008545,doi:10.1016/j.jclepro.2020.121235,2020
ATC008546,doi:10.1016/j.jconrel.2024.01.005,2024
ATC008547,doi:10.1016/j.jece.2023.110338,2023
ATC008548,doi:10.1016/j.memsci.2018.03.082,2018
ATC008549,doi:10.1016/j.ceramint.2019.05.309,2019
ATC008550,doi:10.1016/j.apsusc.2016.03.007,2016
ATC008551,doi:10.1016/j.lwt.2018.05.067,2018
ATC008552,doi:10.1016/j.vacuum.2018.03.021,2018
ATC008553,doi:10.1016/j.jchromb.2008.11.026,2009
ATC008554,doi:10.1016/j.actbio.2021.07.067,2022
ATC008555,doi:10.1016/j.enzmictec.2013.03.023,2013
ATC008556,doi:10.1016/j.jclepro.2019.118070,2019
ATC008557,doi:10.1016/j.surfcoat.2022.128706,2022
ATC008558,doi:10.1016/j.chemosphere.2015.12.077,2016
ATC008559,doi:10.1016/j.jhazmat.2018.07.100,2018
ATC008560,doi:10.1016/j.scitotenv.2022.156484,2022
ATC008561,doi:10.1016/j.ijbiomac.2019.09.251,2020
ATC008562,doi:10.1016/j.spmi.2014.07.049,2014
ATC008563,doi:10.1016/j.cej.2021.130330,2021
ATC008564,doi:10.1016/j.surfcoat.2023.130077,2023
ATC008565,doi:10.1016/j.ijpharm.2017.02.003,2017
ATC008566,doi:10.1016/j.seppur.2019.116257,2020
ATC008567,doi:10.1016/j.jhazmat.2020.122978,2020
ATC008568,doi:10.1016/j.impact.2021.100364,2021
ATC008569,doi:10.1016/j.scitotenv.2024.172451,2024
ATC008570,doi:10.1016/j.actbio.2023.08.044,2023
ATC008571,doi:10.1016/j.enzmictec.2021.109888,2021
ATC008572,doi:10.1016/j.inoche.2023.111336,2023
ATC008573,doi:10.1016/j.ijpharm.2022.122323,2022
ATC008574,doi:10.1016/j.colsurfb.2021.111913,2021
ATC008575,doi:10.1016/j.ijbiomac.2021.04.168,2021
ATC008576,doi:10.1016/j.compositesb.2020.108139,2020
ATC008577,doi:10.1016/j.ijfoodmicro.2021.109071,2021
ATC008578,doi:10.1016/j.ijbiomac.2022.03.165,2022
ATC008579,doi:10.1016/j.jddst.2019.06.012,2019
ATC008580,doi:10.1016/j.plana.2022.100022,2023
ATC008581,doi:10.1016/j.msec.2017.04.154,2017
ATC008582,doi:10.1016/j.indcrop.2019.111939,2020
ATC008583,doi:10.1016/j.ijbiomac.2024.129932,2024
ATC008584,doi:10.1016/j.jddst.2021.102872,2022
ATC008585,doi:10.1016/j.jece.2019.103393,2019
ATC008586,doi:10.1016/j.jhazmat.2022.130427,2023
ATC008587,doi:10.1016/j.plaphy.2024.108791,2024
ATC008588,doi:10.1016/j.cej.2014.01.006,2014
ATC008589,doi:10.1016/j.envexpbot.2023.105573,2024
ATC008590,doi:10.1016/j.molbiopara.2007.07.021,2007
ATC008591,doi:10.1016/j.bios.2018.11.017,2019
ATC008592,doi:10.1016/j.jbc.2022.102855,2023
ATC008593,doi:10.1016/j.jwpe.2022.103361,2023
ATC008594,doi:10.1016/j.cellimm.2014.04.012,2014
ATC008595,doi:10.1016/j.jbc.2022.101696,2022
ATC008596,doi:10.1016/j.ijantimicag.2013.03.009,2013
ATC008597,doi:10.1016/j.clay.2023.107004,2023
ATC008598,doi:10.1016/j.colsurfb.2016.07.011,2016
ATC008599,doi:10.1016/j.plaphy.2024.108337,2024
ATC008600,doi:10.1016/j.gene.2015.09.045,2016
ATC008601,doi:10.1016/j.aquaculture.2012.08.004,2012
ATC008602,doi:10.1016/S0044-8486(01)00745-1,2002
ATC008603,doi:10.1016/j.apcatb.2015.06.030,2016
ATC008604,doi:10.1016/j.jtice.2017.09.024,2017
ATC008605,doi:10.1016/j.fct.2007.02.033,2007
ATC008606,doi:10.1016/S0378-1119(01)00468-1,2001
ATC008607,doi:10.1016/j.ceramint.2022.09.196,2023
ATC008608,doi:10.1016/j.sajb.2020.08.012,2020
ATC008609,doi:10.1016/j.scitotenv.2018.09.134,2019
ATC008610,doi:10.1016/j.molimm.2013.04.016,2013
ATC008611,doi:10.1016/j.jmb.2005.03.044,2005
ATC008612,doi:10.1016/j.cej.2023.147348,2023
ATC008613,doi:10.1016/S1046-5928(03)00169-4,2003
ATC008614,doi:10.1016/j.scitotenv.2020.142696,2021
ATC008615,doi:10.1016/j.ecoenv.2020.110173,2020
ATC008616,doi:10.1016/j.ecoenv.2017.03.008,2017
ATC008617,doi:10.1016/j.micpath.2021.105138,2021
ATC008618,doi:10.1016/j.aquaculture.2020.735634,2020
ATC008619,doi:10.1016/j.ijms.2007.03.001,2007
ATC008620,doi:10.1016/j.arabjc.2013.07.010,2017
ATC008621,doi:10.1016/S0022-1759(99)00071-X,1999
ATC008622,doi:10.1016/j.aca.2022.340290,2022
ATC008623,doi:10.1016/j.chroma.2017.12.054,2018
ATC008624,doi:10.1016/j.plantsci.2020.110584,2020
ATC008625,doi:10.1016/j.polymertesting.2019.02.029,2019
ATC008626,doi:10.1016/j.jchromb.2018.03.018,2018
ATC008627,doi:10.1016/j.ijbiomac.2018.09.190,2018
ATC008628,doi:10.1016/j.carbpol.2018.03.011,2018
ATC008629,doi:10.1016/j.biomaterials.2016.12.012,2017
ATC008630,doi:10.1016/j.jmbbm.2023.105784,2023
ATC008631,doi:10.1016/j.msec.2022.112653,2022
ATC008632,doi:10.1016/j.inoche.2021.109128,2022
ATC008633,doi:10.1016/j.ijbiomac.2022.09.172,2022
ATC008634,doi:10.1016/j.apsusc.2023.156521,2023
ATC008635,doi:10.1016/j.carbpol.2020.116195,2020
ATC008636,doi:10.1016/j.ijbiomac.2023.124963,2023
ATC008637,doi:10.1016/j.msec.2019.109930,2019
ATC008638,doi:10.1016/j.ijbiomac.2022.05.199,2022
ATC008639,doi:10.1016/j.mtchem.2020.100416,2021
ATC008640,doi:10.1016/j.cej.2018.05.085,2018
ATC008641,doi:10.1016/j.ica.2023.121459,2023
ATC008642,doi:10.1016/j.jprot.2018.07.012,2018
ATC008643,doi:10.1016/j.solidstatesciences.2022.106882,2022
ATC008644,doi:10.1016/j.seta.2021.101535,2021
ATC008645,doi:10.1016/j.cej.2021.131714,2022
ATC008646,doi:10.1016/j.jwpe.2022.103355,2023
ATC008647,doi:10.1016/j.aquaculture.2022.738895,2023
ATC008648,doi:10.1016/j.jcis.2020.02.006,2020
ATC008649,doi:10.1016/j.jbiotec.2020.07.004,2020
ATC008650,doi:10.1016/j.lwt.2017.12.047,2018
ATC008651,doi:10.1016/j.apsusc.2016.11.207,2017
ATC008652,doi:10.1016/j.materresbull.2021.111330,2021
ATC008653,doi:10.1016/j.jphotochem.2023.115226,2024
ATC008654,doi:10.1016/j.jnoncrysol.2022.121610,2022
ATC008655,doi:10.1016/j.eurpolymj.2020.109705,2020
ATC008656,doi:10.1016/j.ceramint.2015.06.003,2015
ATC008657,doi:10.1016/j.cclet.2016.12.008,2017
ATC008658,doi:10.1016/j.ijbiomac.2020.07.056,2020
ATC008659,doi:10.1016/j.apmt.2021.100962,2021
ATC008660,doi:10.1016/j.colsurfa.2023.131627,2023
ATC008661,doi:10.1016/j.scp.2020.100255,2020
ATC008662,doi:10.1016/j.jphotochem.2019.112034,2019
ATC008663,doi:10.1016/j.carbpol.2019.115157,2019
ATC008664,doi:10.1016/j.apcatb.2024.123883,2024
ATC008665,doi:10.1016/j.colsurfb.2021.112190,2022
ATC008666,doi:10.1016/j.apmt.2024.102238,2024
ATC008667,doi:10.1016/j.molliq.2022.121154,2023
ATC008668,doi:10.1016/j.chphi.2023.100209,2023
ATC008669,doi:10.1016/j.memsci.2022.121200,2023
ATC008670,doi:10.1016/j.memsci.2020.118352,2020
ATC008671,doi:10.1016/j.colsurfb.2018.10.040,2019
ATC008672,doi:10.1016/j.ijbiomac.2022.10.072,2022
ATC008673,doi:10.1016/j.jhazmat.2023.132656,2024
ATC008674,doi:10.1016/j.cej.2021.128474,2021
ATC008675,doi:10.1016/j.fbio.2023.103304,2023
ATC008676,doi:10.1016/j.microc.2022.107771,2022
ATC008677,doi:10.1016/j.ultsonch.2022.106269,2023
ATC008678,doi:10.1016/j.ijpharm.2019.05.003,2019
ATC008679,doi:10.1016/j.biopha.2023.115007,2023
ATC008680,doi:10.1016/j.jtice.2019.02.034,2019
ATC008681,doi:10.1016/j.watres.2017.03.012,2017
ATC008682,doi:10.1016/j.fbio.2023.103559,2024
ATC008683,doi:10.1016/j.aquatox.2019.105257,2019
ATC008684,doi:10.1016/j.scitotenv.2021.145647,2021
ATC008685,doi:10.1016/j.jhazmat.2023.131881,2023
ATC008686,doi:10.1016/j.actbio.2014.04.030,2014
ATC008687,doi:10.1016/S0167-4889(02)00256-2,2002
ATC008688,doi:10.1016/j.matchemphys.2023.127664,2023
ATC008689,doi:10.1016/j.watres.2023.120016,2023
ATC008690,doi:10.1016/j.envpol.2022.119603,2022
ATC008691,doi:10.1016/j.snb.2010.05.040,2010
ATC008692,doi:10.1016/j.ijbiomac.2023.123289,2023
ATC008693,doi:10.1016/j.fbio.2023.102469,2023
ATC008694,doi:10.1016/j.ijpharm.2018.06.026,2018
ATC008695,doi:10.1016/j.eurpolymj.2018.04.012,2018
ATC008696,doi:10.1016/j.ymben.2021.06.008,2021
ATC008697,doi:10.1016/j.snb.2017.10.040,2018
ATC008698,doi:10.1016/j.ab.2009.05.029,2009
ATC008699,doi:10.1016/j.jclepro.2019.03.161,2019
ATC008700,doi:10.1016/j.foodhyd.2018.11.004,2019
ATC008701,doi:10.1016/j.envres.2021.111926,2022
ATC008702,doi:10.1016/j.cej.2023.142710,2023
ATC008703,doi:10.1016/j.chroma.2021.462127,2021
ATC008704,doi:10.1016/j.mssp.2021.105992,2021
ATC008705,doi:10.1016/j.biomaterials.2016.06.004,2016
ATC008706,doi:10.1016/j.carres.2020.108115,2020
ATC008707,doi:10.1016/j.foodcont.2016.08.030,2017
ATC008708,doi:10.1016/j.energy.2015.05.044,2015
ATC008709,doi:10.1016/j.matchar.2022.111782,2022
ATC008710,doi:10.1016/j.envres.2019.108857,2020
ATC008711,doi:10.1016/j.ijbiomac.2023.128406,2024
ATC008712,doi:10.1016/j.msec.2019.01.096,2019
ATC008713,doi:10.1016/j.jmb.2004.07.057,2004
ATC008714,doi:10.1016/j.actbio.2023.03.012,2023
ATC008715,doi:10.1016/j.saa.2014.07.024,2015
ATC008716,doi:10.1016/j.msec.2020.110834,2020
ATC008717,doi:10.1016/j.bioorg.2021.105204,2021
ATC008718,doi:10.1016/j.mtla.2020.100809,2020
ATC008719,doi:10.1016/j.molstruc.2017.08.092,2017
ATC008720,doi:10.1016/j.aquaculture.2024.740914,2024
ATC008721,doi:10.1016/j.plaphy.2013.05.035,2013
ATC008722,doi:10.1016/j.jddst.2023.104161,2023
ATC008723,doi:10.1016/j.snb.2017.09.199,2018
ATC008724,doi:10.1016/j.jece.2022.107784,2022
ATC008725,doi:10.1016/j.jallcom.2019.05.098,2019
ATC008726,doi:10.1016/j.fpsl.2023.101056,2023
ATC008727,doi:10.1016/j.aquatox.2023.106434,2023
ATC008728,doi:10.1016/j.mtcomm.2023.105635,2023
ATC008729,doi:10.1016/j.cej.2021.131111,2022
ATC008730,doi:10.1016/j.envpol.2023.122578,2023
ATC008731,doi:10.1016/j.freeradbiomed.2015.05.018,2015
ATC008732,doi:10.1016/j.arabjc.2021.103511,2022
ATC008733,doi:10.1016/j.mee.2005.05.006,2005
ATC008734,doi:10.1016/j.aquaculture.2020.735948,2021
ATC008735,doi:10.1016/j.chemosphere.2022.135904,2022
ATC008736,doi:10.1016/j.seppur.2022.120448,2022
ATC008737,doi:10.1016/j.bios.2013.12.048,2014
ATC008738,doi:10.1016/j.chemosphere.2019.125060,2020
ATC008739,doi:10.1016/j.inoche.2021.108606,2021
ATC008740,doi:10.1016/j.solener.2020.08.028,2020
ATC008741,doi:10.1016/j.giant.2022.100097,2022
ATC008742,doi:10.1016/j.seppur.2023.123168,2023
ATC008743,doi:10.1016/j.micpath.2022.105687,2022
ATC008744,doi:10.1016/j.ijbiomac.2021.04.175,2021
ATC008745,doi:10.1016/j.ijpharm.2023.122883,2023
ATC008746,doi:10.1016/j.cej.2019.122582,2020
ATC008747,doi:10.1016/j.carbpol.2020.115848,2020
ATC008748,doi:10.1016/j.memsci.2019.05.058,2019
ATC008749,doi:10.1016/j.apmt.2023.101992,2023
ATC008750,doi:10.1016/j.apsusc.2021.151821,2022
ATC008751,doi:10.1016/j.ijbiomac.2017.10.138,2018
ATC008752,doi:10.1016/j.plaphy.2016.11.011,2017
ATC008753,doi:10.1016/j.ijbiomac.2018.08.153,2018
ATC008754,doi:10.1016/j.ijbiomac.2023.125052,2023
ATC008755,doi:10.1016/j.biomaterials.2015.06.040,2015
ATC008756,doi:10.1016/j.saa.2010.06.041,2010
ATC008757,doi:10.1016/S0378-1119(02)00651-0,2002
ATC008758,doi:10.1016/j.carpta.2021.100159,2021
ATC008759,doi:10.1016/j.chemosphere.2015.12.052,2016
ATC008760,doi:10.1016/j.carbpol.2018.10.098,2019
ATC008761,doi:10.1016/j.matchemphys.2018.01.048,2018
ATC008762,doi:10.1016/j.envpol.2022.119320,2022
ATC008763,doi:10.1016/j.jhazmat.2020.122283,2020
ATC008764,doi:10.1016/j.bbrc.2011.10.079,2011
ATC008765,doi:10.1016/j.msec.2019.03.069,2019
ATC008766,doi:10.1016/j.ceja.2020.100036,2020
ATC008767,doi:10.1016/j.chemosphere.2014.02.045,2014
ATC008768,doi:10.1016/j.cplett.2021.138527,2021
ATC008769,doi:10.1016/j.crfs.2024.100680,2024
ATC008770,doi:10.1016/j.msec.2021.112121,2021
ATC008771,doi:10.1016/j.aca.2021.339349,2022
ATC008772,doi:10.1016/j.foodcont.2013.10.033,2014
ATC008773,doi:10.1016/j.indcrop.2019.04.014,2019
ATC008774,doi:10.1016/j.actbio.2019.03.027,2019
ATC008775,doi:10.1016/j.watres.2021.117196,2021
ATC008776,doi:10.1016/j.colsurfa.2019.124326,2020
ATC008777,doi:10.1016/j.matdes.2022.110904,2022
ATC008778,doi:10.1016/j.ijpharm.2023.122621,2023
ATC008779,doi:10.1016/j.cej.2018.08.083,2018
ATC008780,doi:10.1016/j.canlet.2008.08.014,2009
ATC008781,doi:10.1016/j.micpath.2022.105777,2022
ATC008782,doi:10.1016/j.ceramint.2020.02.232,2020
ATC008783,doi:10.1016/j.jbc.2021.100710,2021
ATC008784,doi:10.1016/j.eti.2022.102941,2022
ATC008785,doi:10.1016/j.scitotenv.2016.11.149,2017
ATC008786,doi:10.1016/j.watres.2016.07.073,2016
ATC008787,doi:10.1016/j.bios.2015.02.033,2015
ATC008788,doi:10.1016/j.ijfoodmicro.2012.07.010,2012
ATC008789,doi:10.1016/j.porgcoat.2022.106925,2022
ATC008790,doi:10.1016/j.biomaterials.2013.12.009,2014
ATC008791,doi:10.1016/j.nbt.2011.09.005,2013
ATC008792,doi:10.1016/j.ecoenv.2020.110328,2020
ATC008793,doi:10.1016/j.ejpb.2006.12.012,2007
ATC008794,doi:10.1016/j.inoche.2023.110659,2023
ATC008795,doi:10.1016/j.biomaterials.2016.08.033,2016
ATC008796,doi:10.1016/j.bios.2019.111862,2020
ATC008797,doi:10.1016/j.surfcoat.2018.08.050,2018
ATC008798,doi:10.1016/j.memsci.2015.05.048,2015
ATC008799,doi:10.1016/j.jece.2022.107698,2022
ATC008800,doi:10.1016/j.colsurfb.2015.03.038,2015
ATC008801,doi:10.1016/j.psj.2022.102021,2022
ATC008802,doi:10.1016/j.bios.2004.06.004,2005
ATC008803,doi:10.1016/j.jcis.2021.04.143,2021
ATC008804,doi:10.1016/j.bios.2007.08.011,2007
ATC008805,doi:10.1016/j.foodcont.2023.109850,2023
ATC008806,doi:10.1016/j.seppur.2015.09.006,2015
ATC008807,doi:10.1016/j.cej.2017.04.089,2017
ATC008808,doi:10.1016/j.jscs.2022.101474,2022
ATC008809,doi:10.1016/j.chemosphere.2019.124433,2019
ATC008810,doi:10.1016/j.chroma.2014.02.014,2014
ATC008811,doi:10.1016/j.apsusc.2010.09.005,2010
ATC008812,doi:10.1016/j.scitotenv.2021.146489,2021
ATC008813,doi:10.1016/j.scitotenv.2016.08.039,2016
ATC008814,doi:10.1016/j.memsci.2014.10.051,2015
ATC008815,doi:10.1016/j.molliq.2021.118333,2022
ATC008816,doi:10.1016/j.watres.2017.09.061,2017
ATC008817,doi:10.1016/j.msec.2021.112534,2021
ATC008818,doi:10.1016/j.gendis.2019.09.014,2021
ATC008819,doi:10.1016/j.micpath.2018.05.024,2018
ATC008820,doi:10.1016/j.ibiod.2014.10.002,2014
ATC008821,doi:10.1016/j.jiec.2022.09.018,2022
ATC008822,doi:10.1016/j.memsci.2016.08.029,2016
ATC008823,doi:10.1016/j.jaerosci.2010.02.005,2010
ATC008824,doi:10.1016/j.colsurfb.2012.04.032,2012
ATC008825,doi:10.1016/j.foodhyd.2023.108910,2023
ATC008826,doi:10.1016/j.sjbs.2019.02.010,2019
ATC008827,doi:10.1016/j.inoche.2021.108945,2021
ATC008828,doi:10.1016/j.mcat.2021.111467,2021
ATC008829,doi:10.1016/j.micromeso.2018.08.031,2019
ATC008830,doi:10.1016/j.porgcoat.2022.107230,2023
ATC008831,doi:10.1016/j.mtcomm.2021.102109,2021
ATC008832,doi:10.1016/j.foodhyd.2019.105629,2020
ATC008833,doi:10.1016/j.virusres.2023.199047,2023
ATC008834,doi:10.1016/j.jcis.2016.04.009,2016
ATC008835,doi:10.1016/j.jwpe.2022.103424,2023
ATC008836,doi:10.1016/j.apsusc.2017.02.097,2017
ATC008837,doi:10.1016/j.plaphy.2024.108788,2024
ATC008838,doi:10.1016/j.ecoenv.2021.112695,2021
ATC008839,doi:10.1016/j.jtemb.2018.02.006,2018
ATC008840,doi:10.1016/j.jhazmat.2020.124213,2021
ATC008841,doi:10.1016/j.indcrop.2019.01.027,2019
ATC008842,doi:10.1016/j.jviromet.2010.10.015,2011
ATC008843,doi:10.1074/jbc.RA120.014530,2020
ATC008844,doi:10.1016/j.envexpbot.2022.104943,2022
ATC008845,doi:10.1016/j.jhazmat.2021.126853,2022
ATC008846,doi:10.1016/j.aquatox.2010.07.026,2010
ATC008847,doi:10.1016/j.ijbiomac.2024.129539,2024
ATC008848,doi:10.1016/j.jmgm.2011.01.008,2011
ATC008849,doi:10.1016/j.watres.2021.117141,2021
ATC008850,doi:10.1016/j.jmb.2005.12.066,2006
ATC008851,doi:10.1016/j.indcrop.2018.11.038,2019
ATC008852,doi:10.1016/j.mimet.2016.08.015,2016
ATC008853,doi:10.1016/S0168-1605(01)00744-9,2002
ATC008854,doi:10.1016/j.mcpro.2022.100233,2022
ATC008855,doi:10.1016/j.apcata.2009.09.001,2009
ATC008856,doi:10.1016/j.carbpol.2015.09.074,2016
ATC008857,doi:10.1016/j.freeradbiomed.2013.10.012,2014
ATC008858,doi:10.1016/j.plasmid.2013.09.003,2013
ATC008859,doi:10.1016/j.watres.2016.01.040,2016
ATC008860,doi:10.1016/j.seppur.2017.11.012,2018
ATC008861,doi:10.1016/j.jinorgbio.2019.01.005,2019
ATC008862,doi:10.1016/S0022-2836(02)00265-6,2002
ATC008863,doi:10.1016/j.jmbbm.2022.105075,2022
ATC008864,doi:10.1016/j.inoche.2023.111509,2023
ATC008865,doi:10.1016/j.aquatox.2014.03.011,2014
ATC008866,doi:10.1016/j.molstruc.2017.06.120,2017
ATC008867,doi:10.1016/j.apradiso.2010.04.031,2010
ATC008868,doi:10.1016/j.jwpe.2024.104979,2024
